MAC_addr,label,avg_win,avg_mss,avg_sen,ip_cnt,df_cnt,icmp_cnt,tcp_cnt,udp_cnt,http_cnt,dhcp_cnt,dns_cnt,ntp_cnt
18:b7:9e:02:20:44,19,22749.4,0,0.321989,150,150,0,137,13,0,0,9,4
18:b7:9e:02:20:44,19,23330.3,0,0.321918,146,146,0,136,10,0,1,9,1
18:b7:9e:02:20:44,19,23989.4,0,0.322052,141,141,0,132,9,0,0,9,1
18:b7:9e:02:20:44,19,24034.3,1460,0.377964,169,169,0,158,11,0,0,11,1
18:b7:9e:02:20:44,19,24039,0,0.322048,150,150,0,140,10,0,0,10,1
18:b7:9e:02:20:44,19,22916.5,0,0.321681,150,150,0,140,10,0,0,10,1
18:b7:9e:02:20:44,19,24067.5,0,0.32178,141,141,0,131,10,0,1,9,1
18:b7:9e:02:20:44,19,23721.5,0,0.321896,141,141,0,134,7,0,0,7,1
18:b7:9e:02:20:44,19,23551,0,0.321901,142,142,0,133,9,0,0,9,1
18:b7:9e:02:20:44,19,22813.5,0,0.30229,119,119,0,110,9,0,0,9,1
18:b7:9e:02:20:44,19,23181,0,0.321917,134,134,0,123,11,0,0,11,1
18:b7:9e:02:20:44,19,23117.8,0,0.316486,147,147,0,138,9,0,1,8,1
18:b7:9e:02:20:44,19,23692.7,1460,0.340361,174,174,0,159,15,20,0,11,4
18:b7:9e:02:20:44,19,24585.9,0,0.321961,152,152,0,144,8,0,0,8,1
18:b7:9e:02:20:44,19,23355.8,0,0.321894,143,143,0,134,9,0,0,9,1
18:b7:9e:02:20:44,19,24588.7,0,0.321979,146,146,0,137,9,0,0,9,1
18:b7:9e:02:20:44,19,23847.1,0,0.321866,149,149,0,138,11,0,1,10,1
18:b7:9e:02:20:44,19,23024.6,0,0.322128,147,147,0,138,9,0,0,9,1
18:b7:9e:02:20:44,19,23280.5,0,0.322165,141,141,0,131,10,0,0,10,1
18:b7:9e:02:20:44,19,23424.6,0,0.321959,144,144,0,135,9,0,1,8,1
18:b7:9e:02:20:44,19,23549.9,0,0.322053,142,142,0,132,10,0,0,10,1
18:b7:9e:02:20:44,19,23723,0,0.321932,139,139,0,130,9,0,0,9,1
18:b7:9e:02:20:44,19,23210.5,0,0.322039,138,138,0,130,8,0,0,8,1
18:b7:9e:02:20:44,19,22502.3,0,0.321953,136,136,0,127,9,0,0,9,1
18:b7:9e:02:20:44,19,22748.4,0,0.322007,144,144,0,129,15,0,1,10,4
18:b7:9e:02:20:44,19,23618.9,0,0.321856,138,138,0,130,8,0,0,8,1
18:b7:9e:02:20:44,19,24365.4,0,0.321928,142,142,0,135,7,0,0,7,1
18:b7:9e:02:20:44,19,21936.1,1460,0.378569,160,160,0,150,10,0,0,10,1
18:b7:9e:02:20:44,19,22243.7,0,0.321894,143,143,0,134,9,0,0,9,1
18:b7:9e:02:20:44,19,22940.5,0,0.322055,144,144,0,134,10,0,1,9,1
18:b7:9e:02:20:44,19,22949,0,0.321935,139,139,0,130,9,0,0,9,1
18:b7:9e:02:20:44,19,23521.3,0,0.32199,141,141,0,134,7,0,0,7,1
18:b7:9e:02:20:44,19,23614.6,0,0.321959,146,146,0,137,9,0,0,9,1
18:b7:9e:02:20:44,19,22541.4,0,0.322005,140,140,0,131,9,0,0,9,1
18:b7:9e:02:20:44,19,22677.7,0,0.322054,142,142,0,132,10,0,1,9,1
18:b7:9e:02:20:44,19,22661,0,0.32214,137,137,0,130,7,0,0,7,1
18:b7:9e:02:20:44,19,23840.5,1460,0.340519,171,171,0,156,15,19,0,11,4
18:b7:9e:02:20:44,19,23350.4,0,0.322064,140,140,0,132,8,0,0,8,1
18:b7:9e:02:20:44,19,23265.8,0,0.321924,145,145,0,136,9,0,0,9,1
18:b7:9e:02:20:44,19,24128.3,0,0.321788,145,145,0,135,10,0,1,9,1
18:b7:9e:02:20:44,19,24161.2,0,0.321884,142,142,0,134,8,0,0,8,1
18:b7:9e:02:20:44,19,24920.1,0,0.321963,152,152,0,141,11,0,0,11,1
18:b7:9e:02:20:44,19,24632.4,0,0.322304,145,145,0,138,7,0,0,7,1
18:b7:9e:02:20:44,19,24161.2,0,0.322067,143,143,0,134,9,0,1,8,1
18:b7:9e:02:20:44,19,23518.6,0,0.322117,140,140,0,132,8,0,0,8,1
18:b7:9e:02:20:44,19,24353.7,0,0.322312,146,146,0,137,9,0,0,9,1
18:b7:9e:02:20:44,19,24640.6,0,0.322201,146,146,0,137,9,0,0,9,1
18:b7:9e:02:20:44,19,24010.4,0,0.322021,149,149,0,135,14,0,0,10,4
18:b7:9e:02:20:44,19,24331.6,0,0.321926,145,145,0,136,9,0,1,8,1
18:b7:9e:02:20:44,19,23072.5,0,0.322051,142,142,0,135,7,0,0,7,1
18:b7:9e:02:20:44,19,22615.3,1460,0.378595,167,167,0,156,11,0,0,11,1
18:b7:9e:02:20:44,19,22464.9,0,0.321933,145,145,0,135,10,0,0,10,1
18:b7:9e:02:20:44,19,22441.4,0,0.322138,146,146,0,136,10,0,1,9,1
18:b7:9e:02:20:44,19,23453.6,0,0.322183,143,143,0,134,9,0,0,9,1
18:b7:9e:02:20:44,19,23523.9,0,0.322108,146,146,0,136,10,0,0,10,1
18:b7:9e:02:20:44,19,22885.7,0,0.321852,143,143,0,135,8,0,0,8,1
18:b7:9e:02:20:44,19,23520,0,0.32218,142,142,0,133,9,0,0,9,1
18:b7:9e:02:20:44,19,23549.9,0,0.322071,142,142,0,132,10,0,1,9,1
18:b7:9e:02:20:44,19,23620.5,0,0.322063,142,142,0,133,9,0,0,9,1
18:b7:9e:02:20:44,19,22414.5,1460,0.340267,167,167,0,154,13,20,0,9,4
18:b7:9e:02:20:44,19,23245.3,0,0.31658,148,148,0,139,9,0,0,9,1
18:b7:9e:02:20:44,19,24894,0,0.30226,155,155,0,146,9,0,0,9,1
18:b7:9e:02:20:44,19,24106.3,0,0.311614,151,151,0,141,10,0,1,9,1
18:b7:9e:02:20:44,19,24457.4,0,0.311769,145,145,0,137,8,0,0,8,1
18:b7:9e:02:20:44,19,22458.3,0,0.321968,142,142,0,132,10,0,0,10,1
18:b7:9e:02:20:44,19,24387.6,0,0.321832,153,153,0,144,9,0,0,9,1
18:b7:9e:02:20:44,19,23839.2,0,0.32193,153,153,0,144,9,0,0,9,1
18:b7:9e:02:20:44,19,25096,0,0.321775,150,150,0,144,6,0,0,6,1
18:b7:9e:02:20:44,19,24518.8,0,0.322015,151,151,0,143,8,0,0,8,1
18:b7:9e:02:20:44,19,24578.6,0,0.322052,154,154,0,145,9,0,1,8,1
18:b7:9e:02:20:44,19,23533.6,0,0.322037,158,158,0,144,14,0,0,10,4
18:b7:9e:02:20:44,19,24092.8,0,0.322033,154,154,0,145,9,0,0,9,1
18:b7:9e:02:20:44,19,25649.7,0,0.322145,153,153,0,144,9,0,0,9,1
18:b7:9e:02:20:44,19,23041.4,1460,0.378214,169,169,0,162,7,0,0,7,1
18:b7:9e:02:20:44,19,25188,0,0.322068,155,155,0,145,10,0,1,9,1
18:b7:9e:02:20:44,19,23257,0,0.311716,162,162,0,143,19,0,0,7,1
18:b7:9e:02:20:44,19,24315.9,0,0.322218,154,154,0,144,10,0,0,9,1
18:b7:9e:02:20:44,19,24831,0,0.322052,151,151,0,142,9,0,0,9,1
18:b7:9e:02:20:44,19,24518.8,0,0.322077,149,149,0,143,6,0,0,6,1
18:b7:9e:02:20:44,19,23444.2,0,0.316723,155,155,0,145,10,0,1,9,1
18:b7:9e:02:20:44,19,25758.4,0,0.321899,152,152,0,144,8,0,0,8,1
18:b7:9e:02:20:44,19,24381.9,0,0.321995,154,154,0,145,9,0,0,9,1
18:b7:9e:02:20:44,19,23870.5,1460,0.340798,176,176,0,162,14,20,0,10,4
18:b7:9e:02:20:44,19,24909.7,0,0.316622,150,150,0,142,8,0,0,8,1
18:b7:9e:02:20:44,19,25718.6,0,0.306716,149,149,0,140,9,0,0,9,1
18:b7:9e:02:20:44,19,22767.2,0,0.321864,136,136,0,127,9,0,1,8,1
18:b7:9e:02:20:44,19,24484.8,0,0.322117,142,142,0,133,9,0,0,9,1
18:b7:9e:02:20:44,19,25163,0,0.321857,141,141,0,132,9,0,0,9,1
18:b7:9e:02:20:44,19,24684.6,0,0.322031,143,143,0,135,8,0,0,8,1
18:b7:9e:02:20:44,19,32080.8,0,0.332923,150,150,0,139,11,0,1,10,1
18:b7:9e:02:20:44,19,32298.6,0,0.322444,146,146,0,137,9,0,0,9,1
18:b7:9e:02:20:44,19,31145.1,0,0.322463,146,146,0,139,7,0,0,7,1
18:b7:9e:02:20:44,19,31757.5,0,0.322343,144,144,0,135,9,0,0,9,1
18:b7:9e:02:20:44,19,31544.1,0,0.322326,146,146,0,138,8,0,0,8,1
18:b7:9e:02:20:44,19,21503.4,1460,0.322018,157,157,0,143,14,0,1,9,4
18:b7:9e:02:20:44,19,16928.1,0,0.321879,145,145,0,136,9,0,0,9,1
18:b7:9e:02:20:44,19,24236.9,0,0.32177,147,147,0,139,8,0,0,8,1
18:b7:9e:02:20:44,19,24879,1460,0.377671,168,168,0,158,10,0,0,10,1
18:b7:9e:02:20:44,19,24934.5,0,0.321906,150,150,0,142,8,0,0,8,1
18:b7:9e:02:20:44,19,24499.6,0,0.321941,152,152,0,142,10,0,1,9,1
18:b7:9e:02:20:44,19,25224,0,0.322122,152,152,0,144,8,0,0,8,1
18:b7:9e:02:20:44,19,24192.5,0,0.321944,152,152,0,144,8,0,0,8,1
18:b7:9e:02:20:44,19,26224.5,0,0.321972,151,151,0,143,8,0,0,8,1
18:b7:9e:02:20:44,19,24196.6,0,0.321967,153,153,0,143,10,0,1,9,1
18:b7:9e:02:20:44,19,25557.7,0,0.321915,151,151,0,143,8,0,0,8,1
18:b7:9e:02:20:44,19,23361.8,1460,0.581861,470,470,0,435,35,135,0,23,1
18:b7:9e:02:20:44,19,22972,1460,0.340614,176,176,0,161,15,20,0,11,4
18:b7:9e:02:20:44,19,24299.6,0,0.322002,149,149,0,142,7,0,0,7,1
18:b7:9e:02:20:44,19,24966.6,0,0.32222,149,149,0,139,10,0,1,9,1
18:b7:9e:02:20:44,19,25292.5,0,0.32199,153,153,0,145,8,0,0,8,1
18:b7:9e:02:20:44,19,24821.5,0,0.32198,152,152,0,143,9,0,0,9,1
18:b7:9e:02:20:44,19,22287.1,0,0.321955,140,140,0,133,7,0,0,7,1
18:b7:9e:02:20:44,19,23559.2,0,0.322026,151,151,0,141,10,0,1,9,1
18:b7:9e:02:20:44,19,34106.1,0,0.322517,137,137,0,131,6,0,0,6,1
18:b7:9e:02:20:44,19,34175.8,0,0.322293,157,157,0,148,9,0,1,8,1
18:b7:9e:02:20:44,19,29326,0,0.333087,149,149,0,140,9,0,0,9,1
18:b7:9e:02:20:44,19,29337.7,0,0.322378,143,143,0,136,7,0,0,7,1
18:b7:9e:02:20:44,19,31807.8,0,0.322459,146,146,0,139,7,0,0,7,1
18:b7:9e:02:20:44,19,29405.1,0,0.322352,146,146,0,132,14,0,0,10,4
18:b7:9e:02:20:44,19,31017.3,0,0.322262,143,143,0,135,8,0,0,8,1
18:b7:9e:02:20:44,19,30680.6,0,0.322354,143,143,0,133,10,0,1,9,1
18:b7:9e:02:20:44,19,29089,1460,0.378757,156,156,0,148,8,0,0,8,1
18:b7:9e:02:20:44,19,30290.6,0,0.322329,142,142,0,133,9,0,0,9,1
18:b7:9e:02:20:44,19,30232.4,0,0.32236,142,142,0,134,8,0,0,8,1
18:b7:9e:02:20:44,19,30553.1,0,0.32251,143,143,0,134,9,0,0,9,1
18:b7:9e:02:20:44,19,29544.8,0,0.322429,149,149,0,139,10,0,1,9,1
18:b7:9e:02:20:44,19,31313.3,0,0.311937,149,149,0,142,7,0,0,7,1
18:b7:9e:02:20:44,19,31142.3,0,0.311956,150,150,0,141,9,0,0,9,1
18:b7:9e:02:20:44,19,30566.9,0,0.322407,147,147,0,138,9,0,0,9,1
18:b7:9e:02:20:44,19,31667.1,0,0.32255,149,149,0,140,9,0,1,8,1
18:b7:9e:02:20:44,19,28269.7,1460,0.335442,169,169,0,156,13,20,0,9,4
18:b7:9e:02:20:44,19,31697.5,0,0.305998,143,143,0,135,8,0,0,8,1
18:b7:9e:02:20:44,19,32682,0,0.333048,150,150,0,140,10,0,0,10,1
18:b7:9e:02:20:44,19,32229.9,0,0.322469,148,148,0,138,10,0,1,9,1
18:b7:9e:02:20:44,19,31873.2,0,0.3224,146,146,0,138,8,0,0,8,1
18:b7:9e:02:20:44,19,33949.4,0,0.322393,147,147,0,140,7,0,0,7,1
18:b7:9e:02:20:44,19,31210.3,0,0.311045,144,144,0,136,8,0,0,8,1
18:b7:9e:02:20:44,19,27844.1,0,0.322316,137,137,0,129,8,0,0,8,1
18:b7:9e:02:20:44,19,28410.5,0,0.307306,140,140,0,132,8,0,1,7,1
18:b7:9e:02:20:44,19,28118.4,0,0.322421,135,135,0,129,6,0,0,6,1
18:b7:9e:02:20:44,19,27803.9,0,0.322426,134,134,0,127,7,0,0,7,1
18:b7:9e:02:20:44,19,27493.7,0,0.322214,131,131,0,124,7,0,0,7,1
18:b7:9e:02:20:44,19,27685.4,0,0.307194,142,142,0,130,12,0,0,8,4
18:b7:9e:02:20:44,19,27613.1,0,0.322285,136,136,0,128,8,0,1,7,1
18:b7:9e:02:20:44,19,27244.5,0,0.322298,127,127,0,120,7,0,0,7,1
18:b7:9e:02:20:44,19,26779.1,1460,0.364449,149,149,0,141,8,0,0,8,1
18:b7:9e:02:20:44,19,27609.3,0,0.316969,131,131,0,125,6,0,0,6,1
18:b7:9e:02:20:44,19,27575.1,0,0.333045,136,136,0,129,7,0,0,7,1
18:b7:9e:02:20:44,19,27897.9,0,0.322459,139,139,0,131,8,0,1,7,1
18:b7:9e:02:20:44,19,6992.81,1460,0.554228,2085,2085,0,434,1651,185,0,16,1
18:b7:9e:02:20:44,19,28506,0,0.322451,134,134,0,127,7,0,0,7,1
18:b7:9e:02:20:44,19,28398.2,0,0.322364,136,136,0,129,7,0,0,7,1
18:b7:9e:02:20:44,19,27984.1,0,0.322395,133,133,0,126,7,0,1,6,1
18:b7:9e:02:20:44,19,27788.7,0,0.322367,134,134,0,127,7,0,0,7,1
18:b7:9e:02:20:44,19,27116.4,1460,0.326341,159,159,0,147,12,16,0,8,4
18:b7:9e:02:20:44,19,28162.6,0,0.322435,135,135,0,128,7,0,0,7,1
18:b7:9e:02:20:44,19,28729.3,0,0.312097,141,141,0,134,7,0,0,7,1
18:b7:9e:02:20:44,19,27803.9,0,0.316981,137,137,0,130,7,0,1,6,1
18:b7:9e:02:20:44,19,28410.5,0,0.311938,140,140,0,132,8,0,0,8,1
18:b7:9e:02:20:44,19,17782.2,1460,0.31718,147,147,0,139,8,0,0,8,1
18:b7:9e:02:20:44,19,19700.8,0,0.322337,133,133,0,126,7,0,0,7,1
18:b7:9e:02:20:44,19,27593,0,0.322339,132,132,0,125,7,0,0,7,1
18:b7:9e:02:20:44,19,27952.9,0,0.317067,137,137,0,130,7,0,0,7,1
18:b7:9e:02:20:44,19,27844.1,0,0.307209,136,136,0,129,7,0,0,7,1
18:b7:9e:02:20:44,19,27647.5,0,0.307162,139,139,0,131,8,0,1,7,1
18:b7:9e:02:20:44,19,28677,0,0.316931,138,138,0,132,6,0,0,6,1
18:b7:9e:02:20:44,19,27337.3,0,0.322366,137,137,0,125,12,0,0,8,4
18:b7:9e:02:20:44,19,28306.1,0,0.322523,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,27897.9,0,0.337421,139,139,0,131,8,0,0,8,1
18:b7:9e:02:20:44,19,28123.8,1460,0.343718,158,158,0,149,9,0,1,8,1
18:b7:9e:02:20:44,19,28548.4,0,0.294084,139,139,0,132,7,0,0,7,1
18:b7:9e:02:20:44,19,27938.8,0,0.294107,138,138,0,130,8,0,0,8,1
18:b7:9e:02:20:44,19,28694.5,0,0.294089,136,136,0,129,7,0,0,7,1
18:b7:9e:02:20:44,19,28125.6,0,0.294039,140,140,0,132,8,0,1,7,1
18:b7:9e:02:20:44,19,28225.6,0,0.311818,138,138,0,130,8,0,0,8,1
18:b7:9e:02:20:44,19,28399,0,0.29817,143,143,0,135,8,0,0,8,1
18:b7:9e:02:20:44,19,28181.7,0,0.29409,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,28897.4,0,0.308295,145,145,0,136,9,0,1,8,1
18:b7:9e:02:20:44,19,27325,1460,0.302928,160,160,0,148,12,16,0,8,4
18:b7:9e:02:20:44,19,27927,0,0.322267,134,134,0,127,7,0,0,7,1
18:b7:9e:02:20:44,19,27208.3,0,0.322322,128,128,0,121,7,0,0,7,1
18:b7:9e:02:20:44,19,27731.7,0,0.322386,132,132,0,125,7,0,0,7,1
18:b7:9e:02:20:44,19,27707,0,0.312147,134,134,0,126,8,0,1,7,1
18:b7:9e:02:20:44,19,28445.6,0,0.322457,134,134,0,128,6,0,0,6,1
18:b7:9e:02:20:44,19,27590.9,0,0.322391,136,136,0,129,7,0,0,7,1
18:b7:9e:02:20:44,19,27941.5,0,0.322258,134,134,0,127,7,0,0,7,1
18:b7:9e:02:20:44,19,28660.2,0,0.322312,142,142,0,135,7,0,0,7,1
18:b7:9e:02:20:44,19,26584.4,0,0.290227,151,151,0,133,18,0,0,7,1
18:b7:9e:02:20:44,19,28909.2,0,0.294082,143,143,0,133,10,0,1,7,1
18:b7:9e:02:20:44,19,28828.3,0,0.29406,140,140,0,132,8,0,0,7,1
18:b7:9e:02:20:44,19,27857.7,0,0.298294,144,144,0,132,12,0,0,8,4
18:b7:9e:02:20:44,19,28004.6,0,0.294221,139,139,0,132,7,0,0,7,1
18:b7:9e:02:20:44,19,27708.6,1460,0.353395,160,160,0,152,8,0,1,7,1
18:b7:9e:02:20:44,19,25488.4,1460,0.512102,245,245,0,232,13,0,0,13,1
18:b7:9e:02:20:44,19,28501.6,0,0.322116,140,140,0,133,7,0,0,7,1
18:b7:9e:02:20:44,19,28701.6,0,0.312027,143,143,0,137,6,0,0,6,1
18:b7:9e:02:20:44,19,27244.5,0,0.322221,127,127,0,120,7,0,0,7,1
18:b7:9e:02:20:44,19,27829.8,0,0.322103,133,133,0,126,7,0,1,6,1
18:b7:9e:02:20:44,19,28318.5,0,0.322317,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,28444.9,0,0.316948,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,28687.7,0,0.322283,139,139,0,132,7,0,0,7,1
18:b7:9e:02:20:44,19,28303.4,0,0.322213,134,134,0,128,6,0,0,6,1
18:b7:9e:02:20:44,19,26672.8,1460,0.326409,160,160,0,146,14,16,1,9,4
18:b7:9e:02:20:44,19,27980.6,0,0.31686,136,136,0,129,7,0,0,7,1
18:b7:9e:02:20:44,19,27570.6,0,0.316935,133,133,0,126,7,0,0,7,1
18:b7:9e:02:20:44,19,28023.2,0,0.322284,135,135,0,128,7,0,0,7,1
18:b7:9e:02:20:44,19,28138.6,0,0.333029,138,138,0,132,6,0,0,6,1
18:b7:9e:02:20:44,19,27897.9,0,0.31694,139,139,0,131,8,0,1,7,1
18:b7:9e:02:20:44,19,28596.1,0,0.316979,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,37009.7,0,0.342547,143,143,0,136,7,0,0,7,1
18:b7:9e:02:20:44,19,37309.8,0,0.322047,140,140,0,133,7,0,0,7,1
18:b7:9e:02:20:44,19,36126.5,0,0.31705,141,141,0,132,9,0,0,9,1
18:b7:9e:02:20:44,19,36490.2,0,0.289968,144,144,0,135,9,0,1,8,1
18:b7:9e:02:20:44,19,38813.1,0,0.293705,149,149,0,141,8,0,0,8,1
18:b7:9e:02:20:44,19,23787,1460,0.317355,148,148,0,136,12,0,0,8,4
18:b7:9e:02:20:44,19,19013.9,0,0.322511,139,139,0,132,7,0,0,7,1
18:b7:9e:02:20:44,19,25571.5,1460,0.375786,152,152,0,144,8,0,0,8,1
18:b7:9e:02:20:44,19,27763.6,0,0.317066,136,136,0,128,8,0,1,7,1
18:b7:9e:02:20:44,19,27748.4,0,0.294255,134,134,0,128,6,0,0,6,1
18:b7:9e:02:20:44,19,28318.5,0,0.29429,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,28990.1,0,0.294087,141,141,0,134,7,0,0,7,1
18:b7:9e:02:20:44,19,27963.8,0,0.316941,141,141,0,133,8,0,1,7,1
18:b7:9e:02:20:44,19,28353.2,0,0.322526,140,140,0,133,7,0,0,7,1
18:b7:9e:02:20:44,19,28456.7,0,0.322409,137,137,0,131,6,0,0,6,1
18:b7:9e:02:20:44,19,27885.1,0,0.32222,135,135,0,128,7,0,0,7,1
18:b7:9e:02:20:44,19,28410.5,0,0.322231,138,138,0,132,6,0,0,6,1
18:b7:9e:02:20:44,19,26588.8,1460,0.331869,158,158,0,144,14,16,1,9,4
18:b7:9e:02:20:44,19,27487.4,0,0.322286,128,128,0,121,7,0,0,7,1
18:b7:9e:02:20:44,19,27632.6,0,0.316998,131,131,0,124,7,0,0,7,1
18:b7:9e:02:20:44,19,28027.6,0,0.316877,132,132,0,125,7,0,0,7,1
18:b7:9e:02:20:44,19,28768.2,0,0.311907,139,139,0,133,6,0,0,6,1
18:b7:9e:02:20:44,19,28828.3,0,0.312091,140,140,0,132,8,0,1,7,1
18:b7:9e:02:20:44,19,28306.1,0,0.322399,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,36516.8,0,0.293891,139,139,0,132,7,0,0,7,1
18:b7:9e:02:20:44,19,36595.8,0,0.293826,140,140,0,133,7,0,0,7,1
18:b7:9e:02:20:44,19,36692.4,0,0.293839,141,141,0,132,9,0,0,9,1
18:b7:9e:02:20:44,19,36705.4,0,0.297964,139,139,0,131,8,0,1,7,1
18:b7:9e:02:20:44,19,36484,0,0.321973,133,133,0,126,7,0,0,7,1
18:b7:9e:02:20:44,19,35023.6,0,0.321994,138,138,0,126,12,0,0,8,4
18:b7:9e:02:20:44,19,36375.4,0,0.322039,135,135,0,128,7,0,0,7,1
18:b7:9e:02:20:44,19,33406,1460,0.232735,345,345,0,329,16,0,1,15,1
18:b7:9e:02:20:44,19,19590.1,0,0.302287,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,26616.9,0,0.316407,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,36927.1,0,0.321967,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,36384.1,0,0.316509,133,133,0,127,6,0,0,6,1
18:b7:9e:02:20:44,19,35845.7,0,0.316458,137,137,0,128,9,0,1,8,1
18:b7:9e:02:20:44,19,36595.8,0,0.302329,140,140,0,133,7,0,0,7,1
18:b7:9e:02:20:44,19,36804.5,0,0.321985,137,137,0,130,7,0,0,7,1
18:b7:9e:02:20:44,19,37007.6,0,0.321925,139,139,0,132,7,0,0,7,1
18:b7:9e:02:20:44,19,36555.5,0,0.321805,135,135,0,128,7,0,0,7,1
18:b7:9e:02:20:44,19,34503.5,1460,0.331275,163,163,0,149,14,16,1,9,4
18:b7:9e:02:20:44,19,38160.1,0,0.311445,138,138,0,132,6,0,0,6,1
18:b7:9e:02:20:44,19,36885.4,0,0.321767,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,36121,0,0.316693,133,133,0,126,7,0,0,7,1
18:b7:9e:02:20:44,19,36151.5,0,0.316655,136,136,0,128,8,0,1,7,1
18:b7:9e:02:20:44,19,37048.6,0,0.31672,138,138,0,132,6,0,0,6,1
18:b7:9e:02:20:44,19,37189,0,0.321902,139,139,0,132,7,0,0,7,1
18:b7:9e:02:20:44,19,12927.4,0,0.315435,141,141,0,134,7,0,0,7,1
18:b7:9e:02:20:44,19,12818,0,0.315366,137,137,0,130,7,0,0,7,1
18:b7:9e:02:20:44,19,12939.2,0,0.315301,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,12931.6,0,0.320755,141,141,0,133,8,0,1,7,1
18:b7:9e:02:20:44,19,13305.8,0,0.330372,140,140,0,134,6,0,0,6,1
18:b7:9e:02:20:44,19,13194.1,1460,0.326376,143,143,0,130,13,0,0,9,4
18:b7:9e:02:20:44,19,19888.7,0,0.311702,132,132,0,126,6,0,0,6,1
18:b7:9e:02:20:44,19,22922.7,0,0.306891,141,141,0,133,8,0,0,8,1
18:b7:9e:02:20:44,19,37168.9,0,0.298026,137,137,0,130,7,0,1,6,1
18:b7:9e:02:20:44,19,37309.8,0,0.306917,139,139,0,133,6,0,0,6,1
18:b7:9e:02:20:44,19,36692.4,0,0.32184,140,140,0,132,8,0,0,8,1
18:b7:9e:02:20:44,19,36650.1,0,0.311742,140,140,0,132,8,0,0,8,1
18:b7:9e:02:20:44,19,37290.9,0,0.311477,138,138,0,131,7,0,0,7,1
18:b7:9e:02:20:44,19,37007.6,0,0.322049,139,139,0,132,7,0,1,6,1
18:b7:9e:02:20:44,19,35991.8,0,0.322001,132,132,0,125,7,0,0,7,1
18:b7:9e:02:20:44,19,36705.4,0,0.31679,137,137,0,131,6,0,0,6,1
18:b7:9e:02:20:44,19,36146.4,0,0.298064,137,137,0,129,8,0,0,8,1
18:b7:9e:02:20:44,19,33117.9,1460,0.365348,176,176,0,162,14,16,0,10,4
18:b7:9e:02:20:44,19,37715.5,0,0.332777,141,141,0,133,8,0,1,7,1
18:b7:9e:02:20:44,19,36438.7,0,0.322015,132,132,0,126,6,0,0,6,1
18:b7:9e:02:20:44,19,36624.9,0,0.321993,137,137,0,130,7,0,0,7,1
18:b7:9e:02:20:44,19,36620.7,0,0.312459,143,143,0,135,8,0,0,8,1
18:b7:9e:02:20:44,19,37168.9,0,0.293947,140,140,0,133,7,0,1,6,1
18:b7:9e:02:20:44,19,37128.7,0,0.293869,140,140,0,133,7,0,0,7,1
f4:5c:89:93:cc:85,24,30498.1,1563.27,0.837474,8487,7273,2,7281,1200,409,3,213,4
f4:5c:89:93:cc:85,24,41642.5,1460,0.886586,1083,1055,0,1055,28,6,0,7,1
30:8c:fb:2f:e4:b2,4,61071.7,0,0.776003,4422,4422,0,4422,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60964,0,0.771301,3765,3765,0,3765,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60474.1,0,0.767934,3407,3407,0,3406,1,0,1,1,1
30:8c:fb:2f:e4:b2,4,60553.3,0,0.767102,3312,3312,0,3312,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,61190.5,0,0.771889,3858,3858,0,3858,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60430,0,0.766455,3312,3312,0,3312,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60771,0,0.766522,3321,3321,0,3321,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60775.6,0,0.768481,3609,3609,0,3609,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60880.7,0,0.769195,3789,3789,0,3788,1,0,1,1,1
30:8c:fb:2f:e4:b2,4,61433.8,0,0.779116,4601,4601,0,4601,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,61148.5,0,0.772557,4488,4488,0,4488,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,61543.2,0,0.803165,5086,5086,0,5086,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,61320.2,0,0.793401,5049,5049,0,5049,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60630.3,0,0.767234,3640,3640,0,3640,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60735.9,0,0.766418,1738,1738,0,1737,1,0,1,1,1
30:8c:fb:2f:e4:b2,4,60749.4,0,0.766363,3345,3345,0,3345,0,0,0,1,1
30:8c:fb:2f:e4:b2,4,60691.3,0,0.766252,3306,3306,0,3306,0,0,0,1,1
