MAC_addr,label,min_1,min_2,min_3,min_4,min_5,min_6,min_7,min_8,min_9,min_10,min_11,min_12,min_13,min_14,min_15,min_16,min_17,min_18,min_19,min_20,min_21,min_22,min_23,min_24,min_25,min_26,min_27,min_28,min_29,min_30,min_31,min_32,min_33,min_34,min_35,min_36,min_37,min_38,min_39,min_40,min_41,min_42,min_43,min_44,min_45,min_46,min_47,min_48,min_49,min_50,min_51,min_52,min_53,min_54,min_55,min_56,min_57,min_58,min_59
00:62:6e:51:27:2e,7,14,35,13,21,14,19,29,20,14,20,20,30,19,15,20,14,35,14,21,14,21,30,23,14,21,14,35,14,20,21,13,37,13,22,12,21,26,21,14,21,14,36,18,21,14,21,37,13,20,13,21,28,22,12,22,12,37,13,21
00:62:6e:51:27:2e,7,20,30,23,15,21,14,34,14,21,14,21,23,23,14,19,14,35,21,13,20,14,36,17,21,14,21,29,21,14,20,14,36,17,21,14,20,36,13,21,13,22,25,25,13,21,13,36,14,21,14,20,23,24,21,14,21,27,22,12
00:62:6e:51:27:2e,7,20,31,24,21,13,20,31,20,13,20,14,36,17,21,14,20,30,20,13,20,21,23,24,13,22,13,36,12,20,13,21,24,24,14,20,14,36,21,14,21,13,38,16,22,12,22,26,22,12,22,13,32,16,22,20,15,34,13,21
00:62:6e:51:27:2e,7,14,36,17,20,14,20,25,21,14,20,21,25,25,14,22,13,35,14,20,14,20,31,23,14,21,14,32,21,13,21,13,32,16,22,13,22,23,22,13,20,13,36,17,21,21,14,34,13,21,12,22,28,25,12,22,13,36,12,22
00:62:6e:51:27:2e,7,20,26,24,14,21,14,34,14,21,14,20,30,23,13,20,21,28,21,14,20,14,36,16,21,14,21,30,21,14,21,19,33,18,19,14,20,38,12,21,13,22,28,24,13,21,13,37,13,21,14,21,31,24,14,20,14,30,21,13
00:62:6e:51:27:2e,7,20,38,16,21,13,21,31,21,12,20,14,33,18,21,14,21,25,19,14,20,14,37,25,14,21,14,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:62:6e:51:27:2e,7,30,19,14,20,14,33,13,22,16,18,31,14,20,15,21,31,21,14,24,14,30,14,21,14,20,26,19,20,17,21,30,22,13,21,14,37,14,21,17,18,31,20,14,20,21,30,21,13,21,12,37,13,22,13,21,31,21,14,23
00:62:6e:51:27:2e,7,32,14,20,14,20,29,21,14,20,18,38,14,20,14,21,37,14,19,18,17,26,20,14,21,14,29,14,21,17,18,31,19,14,20,21,30,20,13,24,10,37,14,21,13,20,31,20,14,24,10,37,21,12,21,12,38,12,22,15
00:62:6e:51:27:2e,7,35,13,22,21,14,37,14,21,14,21,23,20,14,21,14,37,14,20,14,19,37,12,21,12,20,30,21,14,21,18,37,14,20,13,20,31,20,14,20,25,29,20,13,21,14,37,12,22,13,21,28,20,14,21,14,37,14,20,21
00:62:6e:51:27:2e,7,30,19,14,20,13,36,21,13,21,17,32,14,21,14,21,31,20,14,20,13,35,14,20,14,20,36,12,21,13,25,29,22,13,22,13,38,13,21,14,24,28,20,21,13,21,30,22,12,22,16,37,12,22,13,22,29,22,13,21
00:62:6e:51:27:2e,7,37,14,21,14,21,31,19,14,20,13,37,13,20,21,14,37,13,22,13,24,31,21,14,21,14,33,14,19,21,16,34,12,21,13,21,27,21,12,21,16,37,13,21,13,21,29,20,21,13,20,31,21,12,21,12,32,13,22,13
00:62:6e:51:27:2e,7,25,21,14,21,13,37,13,20,14,23,31,19,14,20,14,33,21,13,21,17,31,13,22,13,22,25,21,13,22,12,38,13,21,21,13,38,12,21,13,25,29,21,12,22,12,34,12,22,12,25,30,21,13,22,13,37,21,13,21
00:62:6e:51:27:2e,7,26,19,14,20,14,31,15,20,21,17,35,12,21,14,22,25,21,14,21,17,34,14,21,14,20,25,19,14,20,25,26,21,14,21,14,34,13,21,14,24,31,20,14,20,14,36,13,20,14,24,38,12,21,14,21,29,21,13,22
00:62:6e:51:27:2e,7,30,13,20,14,20,28,20,14,19,18,36,14,20,21,13,33,12,21,13,25,30,21,13,22,13,38,13,21,14,24,38,12,21,13,21,31,22,12,21,16,38,12,21,13,22,29,21,13,22,17,29,21,14,21,13,37,12,21,12
00:62:6e:51:27:2e,7,27,20,14,20,14,35,13,21,13,20,25,21,13,20,14,37,15,20,21,17,37,13,21,13,21,29,21,13,21,17,35,12,22,13,21,29,19,21,13,23,31,20,13,22,13,33,13,20,13,24,24,22,13,22,13,39,20,14,20
00:62:6e:51:27:2e,7,27,19,14,20,21,24,21,14,21,17,33,13,21,13,21,24,21,13,21,16,20,27,19,14,20,36,14,21,14,21,26,22,13,22,13,34,13,22,13,24,30,20,20,13,21,29,21,14,22,16,37,13,21,13,21,23,20,13,21
00:62:6e:51:27:2e,7,21,26,21,13,19,14,36,14,21,21,13,37,14,21,13,22,29,21,13,24,10,38,13,22,19,20,31,20,14,23,22,29,21,12,21,14,35,13,21,16,18,27,21,13,22,13,35,13,21,16,17,36,13,21,13,21,30,22,13
00:62:6e:51:27:2e,7,12,39,13,21,13,22,24,22,13,21,12,38,13,21,13,20,39,12,21,14,21,27,21,13,22,13,38,13,21,13,21,25,21,13,21,13,33,13,19,21,12,34,14,20,14,22,29,21,13,22,12,33,13,21,13,21,30,21,13
00:62:6e:51:27:2e,7,18,37,14,20,21,14,31,14,20,14,21,29,22,13,22,13,38,13,21,14,24,28,20,14,21,21,26,21,14,22,12,39,13,22,13,21,25,22,13,21,17,31,13,21,20,14,37,13,21,13,26,30,22,13,22,13,39,13,21
00:62:6e:51:27:2e,7,24,24,20,13,21,13,35,13,21,20,13,38,12,21,14,22,25,22,13,22,12,38,13,21,13,21,25,21,13,21,12,33,20,14,21,14,37,13,22,13,25,30,21,13,21,13,32,13,20,13,23,34,14,20,14,21,30,21,13
00:62:6e:51:27:2e,7,17,33,13,21,13,22,26,21,13,21,16,35,13,21,13,22,35,13,21,14,24,31,22,13,22,13,39,13,21,13,24,26,21,18,23,20,32,20,15,19,14,36,12,21,13,21,29,21,13,21,16,37,13,22,13,21,36,14,20
00:62:6e:51:27:2e,7,16,36,20,14,21,13,37,14,21,13,25,29,21,13,21,13,38,13,21,13,24,35,14,19,14,21,29,22,13,22,16,37,13,22,13,22,26,21,13,20,16,38,20,13,20,14,37,13,21,13,24,30,21,14,21,13,33,13,21
00:62:6e:51:27:2e,7,25,29,21,13,21,20,32,20,15,20,18,37,14,21,14,21,29,20,13,21,15,33,20,14,20,13,34,14,21,13,25,31,21,13,21,14,37,14,20,14,23,33,14,20,14,21,30,21,13,21,13,38,14,20,14,20,30,20,14
00:62:6e:51:27:2e,7,17,38,13,21,13,20,29,21,13,20,23,30,20,13,21,14,39,14,20,14,23,28,20,14,20,13,37,20,13,20,14,37,14,21,14,21,29,21,14,21,18,33,14,20,14,20,37,13,21,13,24,30,21,13,21,14,36,14,21
00:62:6e:51:27:2e,7,24,30,21,14,21,14,37,14,20,14,20,29,21,13,21,20,31,20,15,21,17,37,14,21,14,21,27,20,14,20,24,31,21,13,21,13,37,12,21,13,24,27,21,14,21,14,37,14,21,21,13,33,14,21,13,21,27,21,12
00:62:6e:51:27:2e,7,24,36,14,20,14,21,30,21,14,21,17,32,14,21,13,20,27,19,21,13,21,30,20,14,20,14,36,14,21,14,21,30,20,14,20,14,32,22,12,21,17,36,12,21,13,21,28,21,14,20,17,33,14,20,21,13,37,13,21
00:62:6e:51:27:2e,7,17,32,14,19,21,13,35,15,21,14,20,30,21,14,21,14,37,14,20,14,23,33,13,21,13,21,29,21,12,22,16,33,14,21,14,21,29,20,21,13,21,30,21,12,22,12,39,12,22,12,18,29,21,13,22,20,30,21,14
00:62:6e:51:27:2e,7,24,24,20,14,20,14,36,21,12,21,16,34,12,22,13,20,29,20,14,20,17,33,14,21,14,20,37,13,21,12,24,30,22,13,22,13,36,13,22,13,23,28,20,20,14,21,30,22,12,21,16,38,12,21,13,21,28,21,13
00:62:6e:51:27:2e,7,13,35,14,20,14,21,30,21,14,20,14,40,14,19,21,12,36,13,22,13,22,30,22,13,22,13,37,14,21,14,20,37,14,21,13,21,29,21,12,21,13,38,13,22,13,21,29,21,20,13,24,27,22,12,22,12,39,12,22
00:62:6e:51:27:2e,7,21,33,21,13,21,13,37,13,22,13,21,29,20,14,19,14,34,21,13,21,13,41,12,22,13,21,27,21,13,21,13,42,13,20,14,20,31,20,21,13,21,34,22,13,22,13,38,13,22,13,22,30,22,13,21,13,37,20,14
00:62:6e:51:27:2e,7,13,21,20,29,20,14,24,13,37,13,22,13,21,23,20,13,24,14,37,21,14,21,14,37,13,22,12,22,27,22,13,22,13,37,13,21,24,14,34,14,21,14,20,25,22,13,25,13,31,13,22,13,22,29,22,21,17,20,29
00:62:6e:51:27:2e,7,19,14,20,29,20,13,19,21,28,21,14,22,13,38,13,22,17,21,27,20,13,20,13,38,20,14,25,14,36,13,22,13,22,30,22,13,25,13,36,13,21,13,21,31,13,20,13,20,30,20,13,21,12,36,13,22,17,21,29
00:62:6e:51:27:2e,7,12,21,13,38,13,21,12,17,27,21,13,22,20,30,21,14,25,13,39,13,22,13,22,27,21,13,20,13,36,20,14,20,15,30,14,21,18,20,30,22,13,22,13,38,13,22,19,15,36,13,20,14,21,30,21,14,24,14,35
00:62:6e:51:27:2e,7,21,14,21,23,22,13,22,13,32,13,21,12,21,30,20,13,25,20,31,19,15,20,13,34,13,21,16,19,26,22,13,21,13,33,20,14,20,14,33,14,21,14,21,23,21,13,22,14,37,13,21,20,13,36,14,21,17,20,30
00:62:6e:51:27:2e,7,22,13,21,36,13,21,17,17,30,21,13,22,13,39,13,21,16,17,23,20,13,21,20,31,20,14,24,14,33,14,21,13,22,25,22,13,25,9,38,20,14,20,13,35,13,20,17,17,31,20,14,20,14,36,13,22,20,13,32
00:62:6e:51:27:2e,7,13,21,13,38,13,21,13,20,32,14,20,15,19,30,20,14,20,12,36,13,21,13,21,23,20,13,21,17,32,19,15,19,15,37,14,21,14,21,28,21,13,22,13,34,13,21,13,24,29,21,20,14,20,31,21,14,21,13,36
00:62:6e:51:27:2e,7,21,13,22,24,20,13,21,16,35,12,21,13,21,36,15,21,14,20,31,21,14,21,14,38,14,21,13,24,27,20,20,14,20,30,20,13,20,17,36,14,21,14,21,30,20,14,21,13,38,13,21,20,14,36,13,21,14,24,28
00:62:6e:51:27:2e,7,15,20,15,20,31,20,13,24,16,35,14,20,13,34,13,21,13,21,34,14,20,15,20,29,20,13,20,17,34,14,21,14,20,30,12,21,13,23,27,20,14,20,13,37,14,21,14,23,31,20,14,20,21,24,21,12,21,16,32
00:62:6e:51:27:2e,7,13,21,13,22,34,15,20,18,20,30,20,14,20,31,21,14,20,13,30,14,20,20,14,34,13,21,14,23,29,20,14,20,14,35,13,20,14,23,36,13,21,13,21,26,21,13,20,13,36,14,21,14,23,31,21,21,14,24,28
00:62:6e:51:27:2e,7,20,14,20,14,30,14,21,23,14,33,15,20,15,20,31,21,14,24,14,37,14,20,14,35,14,20,21,12,33,13,21,13,20,31,20,14,21,13,35,14,20,14,21,30,12,21,13,25,26,21,13,22,13,34,13,22,13,23,31
00:62:6e:51:27:2e,7,14,20,14,19,31,20,14,24,14,28,14,20,20,15,28,14,21,13,36,15,21,14,21,30,21,14,20,18,32,22,13,21,13,35,12,22,13,25,30,21,13,21,21,26,21,14,21,16,35,12,22,12,22,22,21,13,22,12,38
00:62:6e:51:27:2e,7,20,15,20,14,37,14,21,18,20,26,20,14,19,14,36,21,14,25,13,37,13,21,13,22,25,22,13,24,15,35,14,21,14,36,21,13,21,16,31,12,21,13,22,26,22,13,22,17,35,13,21,20,14,38,13,22,12,25,30
00:62:6e:51:27:2e,7,20,14,20,14,31,21,13,19,9,40,13,21,14,21,31,21,14,23,14,34,14,19,14,20,36,13,21,16,21,31,22,13,22,13,31,14,21,16,20,31,20,14,20,14,33,21,13,24,14,38,13,22,13,22,27,22,13,20,14
00:62:6e:51:27:2e,7,14,20,14,20,28,19,14,24,21,25,21,14,21,14,35,13,21,16,19,29,22,13,21,13,37,21,12,21,12,28,13,22,12,22,30,22,13,21,13,38,13,22,13,22,21,20,20,16,21,28,22,12,22,13,33,13,22,16,18
00:62:6e:51:27:2e,7,21,12,21,13,30,13,20,17,16,28,19,14,19,21,30,20,13,21,13,30,13,22,13,22,29,22,13,25,14,35,14,21,21,13,33,13,21,16,21,30,22,13,21,13,38,13,22,16,18,30,21,20,14,20,30,22,13,24,9
00:62:6e:51:27:2e,7,14,21,14,22,27,21,13,22,11,35,13,21,13,21,29,19,14,20,25,31,20,14,21,12,34,12,21,16,18,23,22,13,22,20,27,20,14,23,14,36,14,21,13,22,28,22,13,25,9,37,13,21,13,21,36,14,20,16,22
00:62:6e:51:27:2e,7,14,21,13,20,38,13,21,14,21,30,22,13,22,13,39,13,21,13,24,32,13,20,14,21,30,20,13,20,16,39,13,22,13,22,28,21,13,21,19,31,20,14,21,13,31,13,21,13,25,23,21,13,22,13,31,20,14,23,14
00:62:6e:51:27:2e,7,20,13,20,13,30,13,21,20,14,36,14,20,14,22,28,21,13,22,12,37,13,21,13,21,28,20,20,13,23,31,20,14,21,14,35,13,22,13,25,30,21,20,14,20,32,19,14,20,17,32,13,21,14,21,30,20,13,20,17
00:62:6e:51:27:2e,7,13,22,13,22,22,21,13,21,17,39,12,21,20,15,33,14,21,14,24,26,20,13,21,13,38,13,22,13,25,31,20,20,13,20,24,20,13,21,13,34,14,21,14,21,31,20,14,20,23,31,20,14,21,14,36,13,21,14,24
00:62:6e:51:27:2e,7,20,15,20,15,38,13,22,13,25,28,21,13,21,13,37,13,21,13,25,36,14,20,14,21,30,21,14,21,17,31,14,21,13,22,31,14,20,14,24,25,20,13,21,14,37,14,21,14,24,26,20,21,14,21,31,20,15,21,17
00:62:6e:51:27:2e,7,20,13,20,13,33,20,15,19,14,31,14,21,14,21,30,20,13,21,16,34,13,21,20,14,37,13,21,14,25,29,20,14,21,14,37,14,21,14,24,30,20,20,14,20,26,21,13,21,17,36,14,20,14,20,30,21,14,20,24
00:62:6e:51:27:2e,7,14,21,13,21,29,20,13,21,16,38,20,15,20,15,36,14,21,14,24,29,20,14,21,14,37,14,19,13,24,37,13,20,15,20,32,20,13,21,17,38,14,21,14,21,26,20,21,13,25,28,21,12,21,14,38,14,21,14,24
00:62:6e:51:27:2e,7,35,15,21,14,25,25,20,14,20,8,41,13,21,13,21,27,14,20,19,21,31,21,14,21,14,37,14,21,18,20,31,20,14,20,14,35,20,15,24,14,33,14,21,14,20,30,20,14,20,14,37,14,21,14,20,37,12,20,18
00:62:6e:51:27:2e,7,37,20,15,20,15,31,14,21,17,17,28,20,14,20,13,37,14,19,17,17,31,14,19,15,20,30,20,14,20,14,36,14,21,14,21,30,20,21,17,21,24,21,13,22,13,34,14,21,17,18,29,21,14,21,14,37,14,21,17
00:62:6e:51:27:2e,7,20,14,19,30,24,13,21,13,33,20,14,20,15,35,13,20,14,20,28,20,14,21,14,35,18,20,20,14,36,13,20,14,21,28,24,14,21,14,37,14,21,14,21,34,16,21,13,21,28,22,12,22,13,32,17,21,14,21,30
00:62:6e:51:27:2e,7,15,21,14,32,17,21,14,21,24,20,14,19,13,37,23,15,20,15,37,14,20,14,20,29,23,14,20,14,37,14,20,21,13,36,18,22,13,22,25,20,14,20,13,32,18,21,14,20,28,21,14,21,21,28,24,13,22,13,32
00:62:6e:51:27:2e,7,13,22,20,29,22,15,20,15,34,14,21,14,21,25,23,14,19,14,35,14,19,20,14,35,17,21,14,21,29,20,14,20,14,35,17,21,14,20,38,13,21,13,21,24,25,12,22,13,37,13,21,14,21,22,24,21,14,21,30
00:62:6e:51:27:2e,7,20,14,21,30,24,14,20,21,29,20,14,20,14,30,13,21,14,21,29,20,14,21,13,36,24,13,21,13,30,12,22,12,21,23,25,13,21,14,38,21,14,21,14,35,17,22,12,22,28,22,13,22,13,38,12,22,13,21,35
00:62:6e:51:27:2e,7,14,21,14,36,17,19,14,20,24,19,14,20,14,37,25,13,21,14,30,14,20,14,20,29,24,14,21,14,37,14,20,14,20,36,17,21,14,21,29,21,13,21,13,30,17,21,14,21,27,20,14,19,14,36,25,12,21,13,38
00:62:6e:51:27:2e,7,20,15,20,32,24,14,21,14,31,14,21,14,20,24,24,14,19,14,35,21,12,21,13,36,16,22,13,21,30,20,14,21,14,28,18,19,14,20,30,13,21,14,21,29,25,13,22,13,32,13,21,13,20,26,24,14,20,14,32
00:62:6e:51:27:2e,7,20,14,21,30,24,21,14,21,29,22,13,22,13,31,18,20,14,20,29,20,14,20,14,36,25,13,21,13,39,13,22,13,22,22,25,13,22,13,35,14,21,21,13,36,17,21,14,22,24,21,13,22,13,33,16,22,13,22,28
00:62:6e:51:27:2e,7,14,21,14,36,17,16,14,20,24,20,21,13,21,31,21,13,21,13,29,13,22,13,20,29,23,14,20,21,27,21,13,21,14,34,16,19,13,21,23,21,13,21,13,31,16,17,20,13,38,12,21,12,21,28,21,13,22,13,36
00:62:6e:51:27:2e,7,22,13,22,29,24,9,22,12,33,14,20,14,19,32,16,17,13,21,22,21,13,22,13,33,16,18,13,22,28,21,20,14,20,25,21,13,22,13,33,13,21,13,21,25,24,9,22,20,31,20,13,20,13,36,16,18,13,20,30
00:62:6e:51:27:2e,7,14,22,13,37,14,22,13,22,23,21,13,22,13,39,16,17,13,21,29,14,21,14,22,29,25,9,22,13,38,13,21,13,21,28,24,17,14,20,25,20,13,20,12,36,16,18,13,22,23,22,13,22,20,32,20,13,20,14,34
00:62:6e:51:27:2e,7,13,21,13,33,21,13,21,14,36,13,21,13,21,29,21,12,22,13,38,13,21,13,21,36,14,24,15,21,25,22,13,22,13,37,13,21,13,22,29,21,20,13,20,30,20,14,21,14,33,14,21,14,21,22,22,17,22,20,30
00:62:6e:51:27:2e,7,22,14,20,29,21,12,21,13,36,20,14,22,14,35,13,25,13,22,28,22,13,22,13,37,13,24,19,14,35,13,21,13,21,23,21,12,20,14,35,13,22,13,22,33,15,20,13,20,28,21,13,21,13,37,14,20,14,20,24
00:62:6e:51:27:2e,7,13,21,13,34,13,26,13,20,25,21,13,21,20,25,20,14,20,15,32,14,21,14,21,23,21,16,22,13,37,13,21,13,20,37,13,23,14,21,30,21,14,21,14,32,14,24,14,21,29,21,13,22,13,31,20,18,20,14,33
00:62:6e:51:27:2e,7,20,14,20,25,20,17,21,13,37,13,21,13,21,25,21,16,20,13,31,13,22,20,15,36,14,24,14,21,29,21,14,21,13,33,13,24,13,20,24,20,20,14,20,26,20,14,21,14,35,14,20,14,21,26,22,16,22,13,35
00:62:6e:51:27:2e,7,21,13,21,25,21,24,13,20,27,20,14,21,14,35,14,24,13,22,29,21,13,20,13,31,20,17,20,15,36,14,20,14,21,27,20,17,21,14,34,15,19,13,21,36,14,24,13,21,22,21,14,21,14,37,14,24,14,20,22
00:62:6e:51:27:2e,7,14,20,13,35,13,25,13,21,30,20,20,14,19,31,20,17,21,14,36,14,21,14,20,22,20,18,19,21,29,20,14,21,14,36,14,24,14,21,30,21,14,21,14,36,14,24,21,12,33,12,21,12,21,30,21,17,21,14,38
00:62:6e:51:27:2e,7,20,15,21,29,21,13,21,14,38,14,20,14,19,27,20,23,15,20,31,20,14,21,14,36,14,23,14,21,25,21,14,19,21,29,21,15,21,12,38,12,21,13,20,27,20,17,20,14,34,21,14,21,13,39,12,25,12,22,23
00:62:6e:51:27:2e,7,22,20,15,36,15,25,14,21,30,21,14,21,14,36,14,23,11,20,30,13,21,13,21,27,21,17,17,14,34,14,21,14,20,26,21,21,13,21,28,22,12,22,12,36,13,21,13,21,24,20,14,20,21,28,21,17,21,14,37
00:62:6e:51:27:2e,7,14,20,14,37,14,24,20,14,36,15,21,14,21,30,21,17,17,14,35,14,19,14,21,28,20,17,18,21,30,21,13,21,13,38,14,24,14,21,30,21,14,21,14,36,21,17,21,13,36,12,22,12,21,29,21,16,18,13,34
00:62:6e:51:27:2e,7,20,14,21,30,20,18,16,14,33,14,20,21,13,37,13,21,13,22,28,21,14,20,14,35,14,19,13,20,28,21,14,20,21,29,21,14,20,13,37,13,20,14,21,31,21,17,17,14,29,21,12,21,13,38,13,24,9,21,30
00:62:6e:51:27:2e,7,13,20,14,33,14,20,13,20,28,20,13,20,14,37,14,20,25,14,34,13,21,14,22,27,20,14,21,14,37,14,21,14,20,26,20,21,13,21,29,21,14,22,13,34,13,22,12,22,30,21,14,21,14,32,14,20,17,20,36
00:62:6e:51:27:2e,7,14,21,21,25,21,14,21,13,34,13,22,13,21,23,20,14,24,15,37,21,13,21,14,32,13,22,12,22,29,22,13,21,13,36,13,20,13,20,38,13,20,13,22,28,22,13,22,13,37,13,22,13,21,28,21,13,24,20,29
00:62:6e:51:27:2e,7,21,14,20,28,20,14,20,21,28,21,14,22,13,37,13,22,12,22,29,22,13,22,13,36,13,20,21,12,36,13,20,14,20,28,22,13,26,13,38,13,22,13,21,30,21,13,23,21,28,21,13,21,13,30,13,22,16,22,24
00:62:6e:51:27:2e,7,13,22,13,32,13,22,12,21,26,19,14,20,20,29,21,14,25,13,37,13,21,13,22,30,22,13,24,13,35,20,14,20,14,36,12,22,12,22,21,22,13,22,13,35,13,22,12,22,34,14,20,14,20,30,21,13,24,13,37
00:62:6e:51:27:2e,7,13,24,30,21,13,21,20,30,20,15,21,17,33,14,21,13,21,23,22,13,21,24,29,20,14,21,13,37,13,21,13,23,23,21,14,21,14,35,14,20,21,11,30,14,20,13,20,30,20,14,20,17,37,14,20,14,21,33,14
00:62:6e:51:27:2e,7,22,16,30,13,21,13,21,27,20,13,20,20,28,20,14,19,15,34,14,20,14,20,25,21,13,22,13,32,20,14,20,18,32,14,21,14,21,25,21,14,21,17,26,14,20,14,21,38,12,20,14,25,29,21,13,21,14,37,14
00:62:6e:51:27:2e,7,14,20,27,21,14,21,14,34,14,20,14,23,21,22,13,21,20,31,20,14,21,17,29,14,21,14,20,30,20,14,20,17,32,21,12,20,14,35,13,21,13,24,29,21,14,21,14,36,14,20,21,16,30,12,21,12,22,29,21
00:62:6e:51:27:2e,7,13,20,39,14,20,15,19,31,20,14,21,14,35,14,20,14,20,29,21,13,21,13,36,20,15,20,15,31,14,21,14,21,25,21,14,20,14,35,14,20,13,21,35,13,20,15,19,32,20,14,21,14,37,14,21,13,21,31,21
00:62:6e:51:27:2e,7,20,14,39,14,20,13,21,36,14,21,14,21,30,21,14,21,14,32,13,21,14,20,27,20,21,13,21,30,22,12,20,14,31,14,21,14,21,29,21,14,20,14,40,21,12,21,12,37,13,22,12,21,29,21,14,20,13,34,14
00:62:6e:51:27:2e,7,14,21,28,20,14,20,14,30,14,20,21,12,40,13,21,14,21,31,21,14,21,14,34,14,20,13,20,30,19,21,13,21,24,21,12,22,13,30,13,21,14,21,24,20,14,21,14,35,14,20,21,13,40,12,22,13,22,27,22
00:62:6e:51:27:2e,7,22,13,40,14,20,14,21,30,20,14,20,14,41,14,20,21,13,31,13,22,13,21,28,21,13,20,14,33,14,21,14,20,37,12,21,12,21,29,21,12,22,13,37,13,22,13,22,29,21,13,20,21,27,21,13,21,12,35,12
00:62:6e:51:27:2e,7,21,21,29,21,14,22,13,37,13,21,14,20,29,20,14,20,14,30,21,13,21,13,41,13,22,13,22,29,21,13,22,13,36,13,22,13,20,37,12,21,12,22,30,22,12,22,12,38,12,22,13,22,28,22,20,15,20,32,20
00:62:6e:51:27:2e,7,14,20,32,20,14,20,21,24,21,13,20,13,39,13,21,13,21,25,22,13,20,21,32,21,12,21,12,37,13,22,13,22,21,22,13,21,13,32,13,22,20,15,34,15,21,13,21,22,22,12,21,13,40,13,22,13,22,32,15
00:62:6e:51:27:2e,7,22,13,39,13,22,13,20,25,19,14,20,21,29,21,14,21,13,35,13,22,13,22,33,21,13,22,13,39,13,21,20,13,36,12,23,13,22,23,22,13,21,13,35,13,21,13,21,29,21,20,13,20,32,21,14,21,12,33,13
00:62:6e:51:27:2e,7,13,21,33,22,13,21,13,38,13,21,13,22,26,20,20,14,20,30,20,13,22,13,39,13,22,13,22,28,21,13,22,13,38,20,14,20,14,30,12,22,12,22,31,22,12,22,13,35,13,22,13,22,28,22,20,15,20,31,20
00:62:6e:51:27:2e,7,13,20,30,20,14,20,21,28,20,14,20,14,38,13,22,13,21,24,21,13,22,13,37,13,20,14,20,36,12,20,14,21,32,21,13,21,13,36,13,22,13,22,26,22,13,20,21,25,19,13,21,13,42,12,22,12,22,29,21
00:62:6e:51:27:2e,7,22,13,41,13,22,13,21,25,19,14,19,21,28,21,13,21,14,30,13,22,13,22,33,22,13,21,13,30,12,21,20,14,41,12,21,13,21,24,21,12,21,13,40,13,22,13,21,37,14,20,13,20,33,21,13,21,13,32,13
00:62:6e:51:27:2e,7,14,21,19,36,13,22,13,24,24,21,13,21,31,18,13,21,13,35,20,13,21,12,35,9,21,13,22,28,22,13,22,12,38,12,21,13,21,25,20,20,12,21,26,21,14,22,12,38,13,22,13,21,25,21,12,22,13,38,13
00:62:6e:51:27:2e,7,13,21,29,23,14,20,21,23,21,13,22,13,35,12,22,13,22,30,21,13,22,13,33,12,20,20,14,30,13,20,12,20,28,20,13,22,13,38,13,22,13,21,23,24,20,13,20,24,19,14,20,13,37,13,20,12,22,22,22
00:62:6e:51:27:2e,7,22,13,22,28,22,13,22,15,33,13,21,20,12,34,14,20,13,22,27,22,13,22,25,24,13,22,13,34,13,21,20,14,32,18,21,14,21,30,20,12,22,13,38,17,22,20,14,37,14,20,15,21,30,19,13,21,13,37,13
00:62:6e:51:27:2e,7,14,19,14,36,13,21,13,21,25,22,13,21,13,40,13,21,20,14,32,14,20,15,21,33,21,13,22,13,30,13,21,13,37,13,22,20,14,32,13,21,13,21,30,24,13,21,14,31,14,21,13,22,37,17,20,15,20,31,20
00:62:6e:51:27:2e,7,13,21,13,37,20,14,20,14,33,13,22,13,22,29,22,13,22,13,38,13,21,20,14,40,14,20,14,33,14,21,14,21,30,24,14,21,13,38,19,14,20,14,32,17,21,13,21,31,20,13,21,13,36,13,20,21,13,34,13
00:62:6e:51:27:2e,7,22,13,22,33,22,13,21,20,27,20,14,20,15,42,14,21,14,21,27,22,13,22,13,42,13,22,20,25,20,14,20,13,38,17,21,14,21,23,20,14,21,14,33,24,14,21,13,32,13,21,13,21,30,24,13,21,14,36,14
00:62:6e:51:27:2e,7,14,21,14,35,14,21,13,22,27,22,13,21,13,41,20,14,20,15,37,15,20,14,20,26,20,14,20,14,35,12,21,20,13,35,13,20,13,24,22,21,14,21,24,23,14,21,14,37,21,14,21,13,37,16,21,14,21,27,20
00:62:6e:51:27:2e,7,13,21,20,33,20,14,21,14,37,14,21,14,21,34,20,14,21,20,26,20,14,21,13,39,14,21,14,20,31,20,14,21,28,23,21,14,21,26,23,13,22,12,32,17,21,13,21,30,20,13,20,21,30,20,13,21,13,38,13
00:62:6e:51:27:2e,7,22,13,21,28,18,20,14,20,26,20,14,20,14,32,14,21,14,21,30,21,14,21,21,32,16,14,20,14,33,14,21,14,20,30,17,14,21,14,35,14,21,21,14,36,12,21,12,21,28,20,13,20,13,29,13,20,13,29,14
00:62:6e:51:27:2e,7,14,21,14,38,10,20,14,20,30,21,13,21,20,29,21,13,20,14,36,13,20,13,20,32,17,14,20,14,34,14,21,14,20,38,14,20,14,20,23,21,13,21,13,38,10,21,14,21,30,21,14,21,14,36,17,13,21,13,31
00:62:6e:51:27:2e,7,20,14,21,31,18,14,21,14,35,14,20,14,20,33,22,14,20,21,29,20,13,20,13,41,14,21,14,21,30,21,14,21,14,40,10,21,21,13,37,13,21,12,22,27,18,13,21,14,33,13,21,14,21,29,17,21,13,20,29
