MAC_addr,label,flow_volume,flow_duration,flow_rate,sleep_time,dns_interval,ntp_interval
70:5a:0f:e4:9b:c0,5,26214,3549,7.386000,11.303016,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26554,3587,7.402508,11.315970,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27904,3573,7.808314,10.895204,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27478,3520,7.805291,10.865532,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28253,3595,7.857831,10.862603,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26598,3587,7.414744,11.387864,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27484,3566,7.705629,10.974595,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27166,3525,7.705253,10.983324,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26968,3586,7.518978,11.243441,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26700,3583,7.450690,11.412614,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27749,3523,7.874933,10.842193,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27108,3542,7.652578,11.069799,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27204,3569,7.621111,11.051264,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28178,3527,7.987458,10.722737,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27684,3594,7.702248,10.991668,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27728,3556,7.795998,10.943682,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27981,3573,7.830295,10.894600,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27392,3533,7.751450,10.940527,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26128,3519,7.424055,11.243995,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26870,3564,7.537986,11.280419,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27252,3562,7.648765,11.064994,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27630,3528,7.829742,10.959168,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,31871,3593,8.869672,10.150440,0.485964,0.000000
70:5a:0f:e4:9b:c0,5,27252,3519,7.744059,10.928834,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27570,3591,7.675869,11.017717,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27932,3589,7.781462,10.943771,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27116,3556,7.624223,11.149089,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27404,3590,7.632023,11.048184,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27121,3519,7.706540,10.963298,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28718,3586,8.007381,10.737848,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26256,3566,7.361437,11.431714,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28260,3566,7.922635,10.841930,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26964,3590,7.510566,11.184244,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27388,3554,7.704490,11.039783,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27133,3572,7.594087,11.061645,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27392,3535,7.747123,10.946639,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26288,3523,7.459729,11.367705,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27430,3589,7.640813,11.045945,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27126,3563,7.612976,11.100084,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27382,3585,7.636708,11.170021,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26961,3561,7.570408,11.094601,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27672,3518,7.864821,10.826009,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27946,3590,7.783700,10.946107,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27754,3532,7.856237,10.869953,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26924,3565,7.551621,11.106938,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27392,3535,7.748660,10.944467,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,29742,3517,8.455908,10.468167,0.495842,0.000000
70:5a:0f:e4:9b:c0,5,27266,3567,7.642117,11.080310,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26456,3558,7.433709,11.334151,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26704,3587,7.443809,11.498111,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27786,3531,7.868199,10.832610,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27134,3560,7.619916,11.127911,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27779,3542,7.841499,10.800495,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27404,3562,7.691864,10.962233,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26596,3502,7.592434,11.120511,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27346,3595,7.605418,11.166443,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27264,3577,7.620948,11.041691,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26634,3552,7.496741,11.207394,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26930,3547,7.591631,11.333314,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26784,3541,7.563084,11.066914,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27848,3567,7.806294,10.976548,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26828,3572,7.509087,11.235025,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,1700166,3554,478.262286,0.783704,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,96994,3564,27.209568,5.853369,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,96693,3570,27.083196,5.872074,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,96948,3538,27.394180,5.782680,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27540,3520,7.822411,10.899857,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27732,3582,7.741946,10.987869,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25844,3574,7.229812,11.720143,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26966,3526,7.645665,11.056320,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,30622,3588,8.532949,10.401963,0.485972,0.000000
70:5a:0f:e4:9b:c0,5,27790,3558,7.809003,10.983683,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27004,3565,7.574459,11.106352,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27338,3534,7.734302,10.943168,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27344,3575,7.647836,11.035156,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26968,3514,7.673607,11.016878,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27395,3579,7.652965,11.048329,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26312,3546,7.418841,11.552592,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26924,3573,7.533738,11.133304,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27194,3575,7.605174,11.139325,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26638,3535,7.533455,11.119374,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27666,3593,7.698403,11.023719,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,96071,3511,27.356836,8.868114,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27438,3576,7.672232,11.037881,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27778,3573,7.772410,10.929430,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26354,3527,7.471122,11.198250,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28464,3581,7.947547,10.787597,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26140,3519,7.426210,11.428459,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,29153,3584,8.132148,10.606236,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,37698,3514,10.726878,10.490596,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,32939,3518,9.361348,10.598244,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28176,3583,7.862381,10.826729,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27370,3556,7.695864,11.079302,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28130,3580,7.857196,10.848963,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,31231,3562,8.765944,10.208496,0.485660,0.000000
70:5a:0f:e4:9b:c0,5,27526,3555,7.741493,10.940446,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27672,3538,7.819326,10.888997,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25150,3526,7.131990,12.286985,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25352,3558,7.125129,12.397599,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25222,3543,7.116930,12.305360,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24642,3568,6.905765,12.744010,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26558,3533,7.515953,11.739371,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25828,3550,7.274965,12.158417,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24874,3589,6.930311,12.682546,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26234,3545,7.398748,11.978834,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27194,3552,7.655921,11.879672,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26304,3538,7.432690,11.835989,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25388,3526,7.199915,12.329205,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,42077,3519,11.954784,11.390546,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25688,3552,7.231284,12.377501,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,80347,3553,22.607632,8.095619,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,33611100,3537,9500.919211,0.113880,0.244249,0.000000
70:5a:0f:e4:9b:c0,5,138400,3558,38.895129,6.051507,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,61980,3556,17.426630,7.535224,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,63073,3532,17.854763,7.468412,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,3906993,3510,1112.907839,20.439034,174.072039,0.000000
70:5a:0f:e4:9b:c0,5,3078041,3573,861.416079,0.504694,135.568590,0.000000
70:5a:0f:e4:9b:c0,5,520184,3590,144.876215,1.622477,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,553029,3594,153.855393,1.626458,1.291347,0.000000
70:5a:0f:e4:9b:c0,5,117380,3575,32.831151,2.339832,0.248557,0.000000
70:5a:0f:e4:9b:c0,5,26796,3562,7.521311,11.238728,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25824,3585,7.202403,12.492927,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26110,3544,7.365551,12.098569,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24710,3536,6.988000,12.494919,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25640,3576,7.168642,12.207128,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25148,3498,7.187210,12.107243,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25899,3537,7.320607,12.115827,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27164,3557,7.634753,11.820402,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24966,3562,7.008971,12.498269,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26822,3581,7.489613,11.937421,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26382,3536,7.459999,11.947506,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25106,3579,7.013230,12.604949,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25780,3592,7.176876,12.472542,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24930,3558,7.005663,12.663878,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25416,3543,7.172244,12.261803,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,37826,3527,10.724365,11.757028,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23081,3589,6.429955,15.539417,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,41512,3580,11.594146,11.587144,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26391,3524,7.488122,11.826784,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,29628,3553,8.337098,11.246059,3.619985,0.000000
70:5a:0f:e4:9b:c0,5,26238,3567,7.353918,12.135694,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26138,3595,7.270625,12.269673,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25604,3563,7.185343,12.329984,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25800,3543,7.280299,12.094917,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25255,3562,7.089512,12.199673,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24898,3546,7.019692,12.667426,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26092,3563,7.322539,12.202893,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26212,3537,7.409733,11.910805,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25206,3586,7.027224,12.585639,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24998,3597,6.949367,12.666063,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25648,3595,7.133214,12.355925,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25998,3550,7.321486,11.955955,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26280,3584,7.330702,12.070447,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25210,3549,7.102088,12.325210,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25502,3589,7.105440,12.376141,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25708,3532,7.278290,12.137967,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25723,3535,7.276091,12.232794,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25226,3559,7.087666,12.444548,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26750,3567,7.497630,12.012775,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25476,3595,7.084812,12.399521,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25938,3591,7.221808,12.342342,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25938,3561,7.283328,12.238090,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26957,3543,7.607138,11.772909,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27727,3499,7.922050,11.744892,0.486058,0.000000
70:5a:0f:e4:9b:c0,5,25564,3543,7.214066,12.261706,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25532,3549,7.192196,12.115901,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25380,3580,7.089145,12.474290,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26356,3530,7.464725,11.928174,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25651,3543,7.238699,12.177293,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27270,3561,7.655964,11.755541,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27196,3570,7.616242,11.823808,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27912,3545,7.872964,11.436444,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27266,3570,7.636553,11.706423,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28086,3588,7.827554,11.725797,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27128,3537,7.668753,11.713484,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28284,3574,7.911804,11.569293,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27408,3518,7.789544,11.767769,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26592,3595,7.396939,12.104379,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27330,3552,7.694235,11.761622,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28369,3545,8.001454,11.400259,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26694,3581,7.453018,12.100122,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26982,3526,7.652049,11.753715,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24802,3553,6.980003,12.690334,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25638,3580,7.161235,12.345202,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26784,3538,7.568384,11.875612,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26112,3579,7.293998,12.260034,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,29318,3596,8.151645,11.490654,3.617482,0.000000
70:5a:0f:e4:9b:c0,5,25320,3559,7.112865,12.446668,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26188,3538,7.401859,11.993322,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26358,3567,7.388831,12.133591,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25300,3598,7.031089,12.537647,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,27051,3540,7.641516,11.760812,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25754,3537,7.279814,12.115507,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25420,3568,7.123795,12.433181,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25250,3556,7.100413,12.565835,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24756,3577,6.920431,12.595894,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26031,3544,7.344929,12.054686,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25098,3543,7.083275,12.432547,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26524,3544,7.483492,11.814449,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26942,3541,7.608059,11.804150,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25526,3563,7.162967,12.330821,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25326,3541,7.151617,12.425604,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26268,3558,7.382736,12.020373,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26178,3548,7.377391,12.110611,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25480,3555,7.167072,12.344264,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25830,3536,7.303185,12.153997,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25502,3583,7.116328,12.357206,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25608,3596,7.120551,12.316270,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26503,3528,7.510864,11.801411,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28737,3556,8.080110,11.509745,0.485505,0.000000
70:5a:0f:e4:9b:c0,5,25694,3578,7.180852,12.554831,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25456,3540,7.189508,12.251609,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25498,3584,7.112894,12.404004,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25470,3538,7.197298,12.245080,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26037,3528,7.379824,12.165976,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26322,3540,7.434553,12.001679,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25618,3544,7.227460,12.264834,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25766,3561,7.233759,12.115341,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25432,3599,7.065701,12.454532,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25166,3537,7.114858,12.410895,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25911,3544,7.309865,12.056672,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25814,3568,7.233819,12.390681,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24924,3538,7.043510,12.416059,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25492,3540,7.201107,12.291705,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25048,3586,6.983523,12.673952,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25140,3516,7.148822,12.339169,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25761,3539,7.278924,12.246097,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26364,3543,7.440610,11.810860,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24078,3584,6.717875,13.177092,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25196,3580,7.037888,12.650357,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25658,3540,7.246196,12.252223,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26620,3553,7.492005,11.843736,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25849,3495,7.395213,12.052997,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,29045,3581,8.110479,11.515015,0.484282,0.000000
70:5a:0f:e4:9b:c0,5,26464,3543,7.469201,11.969876,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25272,3545,7.128588,12.352482,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25158,3528,7.129970,12.337364,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25476,3586,7.102822,12.368081,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25697,3533,7.272673,12.100561,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26186,3554,7.367498,12.172122,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24968,3589,6.956408,12.682716,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25270,3566,7.084712,12.427996,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25646,3550,7.222611,12.286483,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25000,3528,7.085888,12.423027,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25744,3528,7.295486,12.210234,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25050,3589,6.978186,12.551601,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24954,3512,7.104628,12.411161,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25840,3552,7.273705,12.250078,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,93520,3542,26.398730,9.979140,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25774,3582,7.193635,12.228293,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26340,3550,7.417694,12.078124,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26278,3543,7.416125,12.052245,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25948,3568,7.270946,12.179946,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25978,3562,7.292053,12.242297,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,41158,3537,11.634391,11.194986,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,49768,3587,13.871596,11.039271,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25391,3536,7.180246,12.407824,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,29278,3594,8.145069,11.447668,3.617412,0.000000
70:5a:0f:e4:9b:c0,5,26190,3544,7.389409,12.014447,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25694,3590,7.156731,12.253197,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25280,3584,7.052090,12.534102,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25580,3540,7.225216,12.124584,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26969,3572,7.548760,11.790890,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25410,3545,7.166661,12.311056,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,22898,3537,6.472150,13.712899,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25168,3594,7.002189,12.611596,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23602,3557,6.633941,12.890452,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24416,3587,6.805321,12.813503,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24218,3513,6.891901,12.460920,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24134,3564,6.771207,12.820898,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23816,3544,6.719123,12.936168,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24006,3537,6.786290,13.150284,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24464,3544,6.902283,12.480051,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25038,3548,7.056483,12.320231,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,35005,3522,9.938263,12.103935,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,29549,3553,8.316205,12.827377,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,40633,3587,11.325667,10.429336,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25138,3594,6.994027,12.523380,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24600,3530,6.966940,12.610579,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,42347,3523,12.018583,11.221211,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,34134,3547,9.623177,10.432534,25.099376,0.000000
70:5a:0f:e4:9b:c0,5,31613,3563,8.872319,11.568521,0.985879,0.000000
70:5a:0f:e4:9b:c0,5,25716,3552,7.239015,12.377760,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24904,3543,7.027236,12.478611,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25402,3569,7.115595,12.352614,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25748,3569,7.214146,12.181224,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25493,3554,7.171077,12.300953,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,25976,3544,7.327519,12.098951,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24476,3541,6.911205,12.693532,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23414,3562,6.572488,13.243217,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24556,3587,6.845575,12.996866,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23908,3556,6.723099,12.884413,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23932,3544,6.751276,12.937268,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24140,3548,6.803585,12.949377,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,22026,3541,6.218881,13.835136,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24550,3569,6.878376,12.746987,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23654,3587,6.593564,13.237778,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23960,3522,6.802609,12.901751,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,26033,3570,7.290885,12.062915,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24164,3538,6.829795,12.818938,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24030,3579,6.713487,12.968702,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24632,3543,6.951132,12.655698,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,23684,3575,6.624357,13.048505,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24174,3593,6.728022,13.065571,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24505,3549,6.903930,12.676528,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,28643,3561,8.042932,11.451008,0.985990,0.000000
70:5a:0f:e4:9b:c0,5,24090,3462,6.958047,12.728597,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24506,3589,6.827782,12.957255,0.000000,0.000000
70:5a:0f:e4:9b:c0,5,24576,3549,6.923155,12.815259,0.000000,0.000000
